30.221,30.558,28.972,27.987,27.04
31.05,31.346,29.669,28.718,27.747
32.49,31.829,30.419,29.155,28.164
32.79,31.736,29.962,28.769,27.862
33.593,32.642,31.152,29.858,28.559
